,Squad,Comp,Player,Pos,Age,Min_Playing,Gls,Ast,G+A,xG_Expected,npxG_Expected,xAG_Expected,TklW_Tackles,Sh_Blocks,Int,Clr,Recov,xG_Expected_norm,xAG_Expected_norm,G+A_norm,TklW_Tackles_norm,Sh_Blocks_norm,Int_norm,Clr_norm,Recov_norm,Min_Playing_norm,Score,Rank
90,Aston Villa,Premier League,Matty Cash,DF,26.0,2070.0,1,1,2,0.5,0.5,1.1,32,8,23,70,81,0.01984126984126984,0.07746478873239437,0.0425531914893617,0.4,0.14035087719298245,0.3484848484848485,0.28112449799196787,0.3537117903930131,0.6051477040070196,0.13639696290022377,200.0
2348,Southampton,Premier League,Flynn Downes,MF,25.0,2151.0,1,0,1,0.6,0.6,1.1,25,9,32,51,83,0.023809523809523808,0.07746478873239437,0.02127659574468085,0.3125,0.15789473684210525,0.48484848484848486,0.20481927710843373,0.3624454148471616,0.6288388417665984,0.13445847180891138,201.0
675,Crystal Palace,Premier League,Chris Richards,DF,24.0,1922.0,1,0,1,1.4,1.4,0.1,30,14,19,121,51,0.05555555555555555,0.007042253521126762,0.02127659574468085,0.375,0.24561403508771928,0.2878787878787879,0.4859437751004016,0.22270742358078602,0.5618601930389002,0.13128064725415795,202.0
2358,Southampton,Premier League,Ryan Manning,"DF,MF",28.0,1462.0,0,1,1,0.3,0.3,3.2,17,11,17,47,65,0.011904761904761904,0.22535211267605637,0.02127659574468085,0.2125,0.19298245614035087,0.25757575757575757,0.18875502008032127,0.2838427947598253,0.4273179292190699,0.13104586814434227,203.0
106,Aston Villa,Premier League,Jacob Ramsey,"FW,MF",23.0,1623.0,1,3,4,1.6,1.6,2.3,15,4,8,8,83,0.0634920634920635,0.1619718309859155,0.0851063829787234,0.1875,0.07017543859649122,0.12121212121212122,0.0321285140562249,0.3624454148471616,0.4744077215560105,0.13085672235394732,204.0
1180,Ipswich Town,Premier League,Jens Cajuste,MF,24.0,1959.0,1,1,2,0.7,0.7,0.8,22,10,28,33,107,0.027777777777777776,0.05633802816901409,0.0425531914893617,0.275,0.17543859649122806,0.42424242424242425,0.13253012048192772,0.4672489082969432,0.5726820707809301,0.13046868327968117,205.0
2347,Southampton,Premier League,Tyler Dibling,"FW,MF",18.0,1874.0,2,0,2,2.5,2.5,1.5,20,5,8,16,80,0.09920634920634921,0.10563380281690142,0.0425531914893617,0.25,0.08771929824561403,0.12121212121212122,0.0642570281124498,0.34934497816593885,0.5478210002924832,0.13041702492458773,206.0
679,Crystal Palace,Premier League,Adam Wharton,MF,20.0,1318.0,0,2,2,0.4,0.4,3.0,14,2,20,27,102,0.015873015873015876,0.21126760563380284,0.0425531914893617,0.175,0.03508771929824561,0.30303030303030304,0.10843373493975904,0.44541484716157204,0.38520035097981864,0.1281344119570226,207.0
1964,Nott'ham Forest,Premier League,Jota Silva,"FW,MF",24.0,854.0,3,1,4,2.1,2.1,2.9,14,1,12,17,43,0.08333333333333334,0.20422535211267606,0.0851063829787234,0.175,0.017543859649122806,0.18181818181818182,0.06827309236947791,0.18777292576419213,0.2494881544311202,0.12686115771988463,208.0
1614,Manchester City,Premier League,Rúben Dias,DF,27.0,2271.0,0,0,0,1.5,1.5,0.3,11,20,20,71,78,0.05952380952380953,0.02112676056338028,0.0,0.1375,0.3508771929824561,0.30303030303030304,0.285140562248996,0.3406113537117904,0.6639368236326412,0.12613730675012824,209.0
494,Brighton,Premier League,Simon Adingra,"FW,MF",22.0,1097.0,2,2,4,2.5,2.5,2.5,14,0,8,6,47,0.09920634920634921,0.17605633802816903,0.0851063829787234,0.175,0.0,0.12121212121212122,0.024096385542168676,0.2052401746724891,0.32056156770985667,0.12429996142011501,210.0
517,Brighton,Premier League,Matt O'Riley,MF,23.0,938.0000000000001,2,2,4,2.8,2.0,2.4,9,3,13,9,29,0.1111111111111111,0.16901408450704225,0.0851063829787234,0.1125,0.05263157894736842,0.19696969696969696,0.03614457831325301,0.12663755458515283,0.2740567417373501,0.12410443435812754,211.0
97,Aston Villa,Premier League,Ian Maatsen,DF,22.0,1139.0,1,2,3,0.9,0.9,2.7,17,0,15,39,67,0.03571428571428572,0.19014084507042256,0.06382978723404255,0.2125,0.0,0.22727272727272727,0.1566265060240964,0.2925764192139738,0.3328458613629716,0.12259948786886721,212.0
883,Fulham,Premier League,Sander Berge,MF,26.0,2224.0,0,0,0,0.4,0.4,0.6,30,8,21,38,126,0.015873015873015876,0.04225352112676056,0.0,0.375,0.14035087719298245,0.3181818181818182,0.15261044176706828,0.5502183406113537,0.6501901140684411,0.12254018857834006,213.0
2339,Southampton,Premier League,Cameron Archer,FW,23.0,1441.0,2,0,2,5.7,4.9,0.5,8,1,2,11,35,0.2261904761904762,0.035211267605633804,0.0425531914893617,0.1,0.017543859649122806,0.030303030303030304,0.04417670682730924,0.15283842794759825,0.4211757823925124,0.12171192503212061,214.0
811,Everton,Premier League,Jesper Lindstrøm,FW,24.0,1239.0,0,1,1,2.1,2.1,2.0,25,3,12,17,70,0.08333333333333334,0.14084507042253522,0.02127659574468085,0.3125,0.05263157894736842,0.18181818181818182,0.06827309236947791,0.3056768558951965,0.3620941795846739,0.12157402766418815,215.0
666,Crystal Palace,Premier League,Daichi Kamada,MF,27.0,1564.0,0,0,0,1.1,1.1,1.9,29,5,18,14,89,0.043650793650793655,0.13380281690140844,0.0,0.3625,0.08771929824561403,0.2727272727272727,0.05622489959839357,0.388646288209607,0.4571512138052062,0.12110425010482447,216.0
1183,Ipswich Town,Premier League,Jack Clarke,"FW,MF",23.0,1181.0,0,4,4,1.2,1.2,2.3,20,0,7,29,75,0.047619047619047616,0.1619718309859155,0.0851063829787234,0.25,0.0,0.10606060606060606,0.11646586345381527,0.32751091703056767,0.34513015501608657,0.12095973415669584,217.0
1648,Manchester Utd,Premier League,Christian Eriksen,MF,32.0,1061.0,1,2,3,1.4,0.6,3.2,9,5,7,8,62,0.05555555555555555,0.22535211267605637,0.06382978723404255,0.1125,0.08771929824561403,0.10606060606060606,0.0321285140562249,0.27074235807860264,0.3100321731500439,0.12046219412824105,218.0
525,Brighton,Premier League,Mats Wieffer,"DF,MF",24.0,1015.0,1,3,4,0.8,0.8,1.6,34,2,17,28,68,0.03174603174603175,0.11267605633802819,0.0851063829787234,0.425,0.03508771929824561,0.25757575757575757,0.11244979919678715,0.29694323144104806,0.2965779467680608,0.1202620201011548,219.0
2513,Tottenham,Premier League,Cristian Romero,DF,26.0,1416.0,1,0,1,1.6,1.6,0.6,29,3,21,57,90,0.0634920634920635,0.04225352112676056,0.02127659574468085,0.3625,0.05263157894736842,0.3181818181818182,0.2289156626506024,0.3930131004366812,0.41386370283708684,0.1202089355745852,220.0
1412,Leicester City,Premier League,Boubakary Soumaré,MF,25.0,2171.0,0,0,0,0.3,0.3,0.4,20,10,27,34,140,0.011904761904761904,0.028169014084507046,0.0,0.25,0.17543859649122806,0.4090909090909091,0.13654618473895583,0.611353711790393,0.6346885054109389,0.12006112676445124,221.0
806,Everton,Premier League,James Garner,"MF,DF",23.0,1594.0,0,1,1,0.7,0.7,1.4,31,4,23,37,73,0.027777777777777776,0.09859154929577464,0.02127659574468085,0.3875,0.07017543859649122,0.3484848484848485,0.14859437751004015,0.31877729257641924,0.4659257092717169,0.11927984566340023,222.0
885,Fulham,Premier League,Timothy Castagne,DF,28.0,1649.0,0,1,1,0.4,0.4,1.2,29,6,22,83,57,0.015873015873015876,0.08450704225352113,0.02127659574468085,0.3625,0.10526315789473684,0.3333333333333333,0.3333333333333333,0.24890829694323144,0.4820122842936531,0.11918615265145954,223.0
1626,Manchester City,Premier League,Rico Lewis,"DF,MF",19.0,1893.0,1,2,3,1.4,1.4,0.3,19,7,13,45,95,0.05555555555555555,0.02112676056338028,0.06382978723404255,0.2375,0.12280701754385964,0.19696969696969696,0.18072289156626506,0.4148471615720524,0.5533781807546067,0.11896922364647529,224.0
1178,Ipswich Town,Premier League,Cameron Burgess,DF,28.0,1541.0,0,2,2,1.1,1.1,0.5,12,15,14,128,44,0.043650793650793655,0.035211267605633804,0.0425531914893617,0.15,0.2631578947368421,0.21212121212121213,0.5140562248995983,0.19213973799126638,0.4504241006142147,0.11774308843239387,225.0
498,Brighton,Premier League,Lewis Dunk,DF,32.0,2083.0,0,0,0,0.8,0.8,0.5,10,18,13,79,104,0.03174603174603175,0.035211267605633804,0.0,0.125,0.3157894736842105,0.19696969696969696,0.3172690763052209,0.45414847161572053,0.6089499853758409,0.11747239824247079,226.0
2366,Southampton,Premier League,Yukinari Sugawara,"DF,MF",24.0,1557.0,1,1,2,0.5,0.5,2.2,18,10,11,53,44,0.01984126984126984,0.15492957746478875,0.0425531914893617,0.225,0.17543859649122806,0.16666666666666666,0.21285140562248997,0.19213973799126638,0.45510383152968703,0.11680894665827797,227.0
2846,Wolves,Premier League,Marshall Munetsi,"MF,FW",28.0,1078.0,2,1,3,3.3,3.3,1.8,10,1,6,18,35,0.13095238095238096,0.1267605633802817,0.06382978723404255,0.125,0.017543859649122806,0.09090909090909091,0.07228915662650602,0.15283842794759825,0.3150043872477333,0.1160830305275817,228.0
1194,Ipswich Town,Premier League,Ben Johnson,"DF,FW",24.0,1353.9999999999998,1,2,3,1.1,1.1,1.3,22,5,13,54,57,0.043650793650793655,0.09154929577464789,0.06382978723404255,0.275,0.08771929824561403,0.19696969696969696,0.21686746987951808,0.24890829694323144,0.3957297455396314,0.1152307800758608,229.0
95,Aston Villa,Premier League,Boubacar Kamara,MF,24.0,1726.0,1,0,1,0.8,0.8,0.9,21,7,19,51,87,0.03174603174603175,0.06338028169014084,0.02127659574468085,0.2625,0.12280701754385964,0.2878787878787879,0.20481927710843373,0.3799126637554585,0.5045334893243638,0.11457774679131906,230.0
2517,Tottenham,Premier League,Mathys Tel,FW,19.0,911.0,2,1,3,3.0,2.2,2.6,6,1,2,8,38,0.11904761904761905,0.18309859154929578,0.06382978723404255,0.075,0.017543859649122806,0.030303030303030304,0.0321285140562249,0.16593886462882096,0.2661596958174905,0.11445365969368786,231.0
2792,West Ham,Premier League,Jean-Clair Todibo,DF,24.0,1825.0,0,0,0,0.4,0.4,0.0,28,13,26,83,79,0.015873015873015876,0.0,0.0,0.35,0.22807017543859648,0.3939393939393939,0.3333333333333333,0.34497816593886466,0.5334893243638491,0.11395242441260665,232.0
2768,West Ham,Premier League,Edson Álvarez,MF,26.0,1771.9999999999998,0,1,1,0.4,0.4,0.8,27,8,18,46,88,0.015873015873015876,0.05633802816901409,0.02127659574468085,0.3375,0.14035087719298245,0.2727272727272727,0.18473895582329317,0.38427947598253276,0.5179877157063468,0.11216404441626515,233.0
2838,Wolves,Premier League,Gonçalo Guedes,"MF,FW",27.0,995.0000000000001,2,4,6,3.2,3.2,1.3,5,0,5,4,36,0.126984126984127,0.09154929577464789,0.1276595744680851,0.0625,0.0,0.07575757575757576,0.01606425702811245,0.1572052401746725,0.2907282831237204,0.11204977994798875,234.0
93,Aston Villa,Premier League,Jáder Durán,FW,20.0,638.0,7,0,7,4.9,4.9,0.2,7,0,0,13,19,0.19444444444444448,0.014084507042253523,0.14893617021276595,0.0875,0.0,0.0,0.05220883534136546,0.08296943231441048,0.18631178707224336,0.11138697152073822,235.0
1658,Manchester Utd,Premier League,Kobbie Mainoo,MF,19.0,1651.0,0,0,0,0.7,0.7,1.6,29,2,19,14,88,0.027777777777777776,0.11267605633802819,0.0,0.3625,0.03508771929824561,0.2878787878787879,0.05622489959839357,0.38427947598253276,0.4825972506580872,0.11129695127174132,236.0
2369,Southampton,Premier League,Lesley Ugochukwu,MF,20.0,1655.0,1,1,2,0.9,0.9,1.0,24,10,14,23,67,0.03571428571428572,0.07042253521126761,0.0425531914893617,0.3,0.17543859649122806,0.21212121212121213,0.09236947791164658,0.2925764192139738,0.48376718338695524,0.11112307551066238,237.0
1610,Manchester City,Premier League,Manuel Akanji,DF,29.0,2014.0,0,0,0,1.6,1.6,0.4,12,8,9,64,103,0.0634920634920635,0.028169014084507046,0.0,0.15,0.14035087719298245,0.13636363636363635,0.2570281124497992,0.4497816593886463,0.5887686458028664,0.110796068424417,238.0
2850,Wolves,Premier League,Pablo Sarabia,"MF,FW",32.0,814.0,3,2,5,2.9,2.9,1.8,8,0,4,7,34,0.11507936507936507,0.1267605633802817,0.10638297872340426,0.1,0.0,0.06060606060606061,0.028112449799196786,0.14847161572052403,0.23778882714243932,0.10990146560795777,239.0
463,Brentford,Premier League,Yehor Yarmoliuk,MF,20.0,1450.0,0,0,0,0.6,0.6,0.9,28,9,13,33,113,0.023809523809523808,0.06338028169014084,0.0,0.35,0.15789473684210525,0.19696969696969696,0.13253012048192772,0.49344978165938863,0.4238081310324656,0.10755153683016452,240.0
2789,West Ham,Premier League,Carlos Soler,"MF,FW",27.0,1409.0,1,1,2,1.8,1.8,1.4,11,6,8,21,64,0.07142857142857144,0.09859154929577464,0.0425531914893617,0.1375,0.10526315789473684,0.12121212121212122,0.08433734939759036,0.2794759825327511,0.4118163205615677,0.10663776616553708,241.0
84,Aston Villa,Premier League,Marco Asensio,MF,28.0,743.0,3,1,4,4.4,2.9,1.0,5,1,2,3,28,0.17460317460317462,0.07042253521126761,0.0851063829787234,0.0625,0.017543859649122806,0.030303030303030304,0.012048192771084338,0.1222707423580786,0.2170225212050307,0.10657115333326792,242.0
2822,Wolves,Premier League,Emmanuel Agbadou,DF,27.0,1410.0,1,0,1,0.8,0.8,0.2,19,13,12,90,83,0.03174603174603175,0.014084507042253523,0.02127659574468085,0.2375,0.22807017543859648,0.18181818181818182,0.3614457831325301,0.3624454148471616,0.4121088037437847,0.10576544803020915,243.0
2494,Tottenham,Premier League,Yves Bissouma,MF,27.0,1408.0,2,0,2,0.6,0.6,0.3,31,6,18,40,85,0.023809523809523808,0.02112676056338028,0.0425531914893617,0.3875,0.10526315789473684,0.2727272727272727,0.1606425702811245,0.37117903930131,0.41152383737935067,0.10532064143259529,244.0
521,Brighton,Premier League,Joël Veltman,DF,32.0,1697.0,0,0,0,0.5,0.5,0.5,29,7,19,66,68,0.01984126984126984,0.035211267605633804,0.0,0.3625,0.12280701754385964,0.2878787878787879,0.26506024096385544,0.29694323144104806,0.4960514770400702,0.10455667221688877,245.0
654,Crystal Palace,Premier League,Trevoh Chalobah,DF,25.0,1060.0,3,0,3,1.2,1.2,0.4,16,9,19,57,56,0.047619047619047616,0.028169014084507046,0.06382978723404255,0.2,0.15789473684210525,0.2878787878787879,0.2289156626506024,0.2445414847161572,0.30973968996782686,0.10413399265219819,246.0
1916,Newcastle Utd,Premier League,Joe Willock,"MF,FW",24.0,1086.0,0,2,2,1.6,1.6,2.1,17,6,6,7,40,0.0634920634920635,0.147887323943662,0.0425531914893617,0.2125,0.10526315789473684,0.09090909090909091,0.028112449799196786,0.17467248908296942,0.31734425270546945,0.10357579415379696,247.0
2341,Southampton,Premier League,Adam Armstrong,"FW,MF",27.0,1248.0,2,2,4,3.3,2.3,1.2,3,1,3,8,23,0.13095238095238096,0.08450704225352113,0.0851063829787234,0.0375,0.017543859649122806,0.045454545454545456,0.0321285140562249,0.10043668122270742,0.3647265282246271,0.10309790576252459,248.0
1915,Newcastle Utd,Premier League,Kieran Trippier,DF,33.0,1309.0,0,3,3,0.1,0.1,1.4,21,3,12,49,68,0.003968253968253969,0.09859154929577464,0.06382978723404255,0.2625,0.05263157894736842,0.18181818181818182,0.19678714859437751,0.29694323144104806,0.38256800233986543,0.1023371506534817,249.0
107,Aston Villa,Premier League,Marcus Rashford,FW,26.0,444.0,2,2,4,3.1,2.3,2.3,7,0,1,3,14,0.12301587301587302,0.1619718309859155,0.0851063829787234,0.0875,0.0,0.015151515151515152,0.012048192771084338,0.0611353711790393,0.12957004972214098,0.1015906611388787,250.0
2794,West Ham,Premier League,James Ward-Prowse,MF,29.0,1039.0,1,1,2,1.6,1.6,1.9,14,3,8,15,52,0.0634920634920635,0.13380281690140844,0.0425531914893617,0.175,0.05263157894736842,0.12121212121212122,0.060240963855421686,0.22707423580786026,0.30359754314126935,0.10130664287397512,251.0
412,Bournemouth,Premier League,David Brooks,"FW,MF",27.0,960.0,2,0,2,2.5,2.5,1.9,6,2,5,9,50,0.09920634920634921,0.13380281690140844,0.0425531914893617,0.075,0.03508771929824561,0.07575757575757576,0.03614457831325301,0.2183406113537118,0.2804913717461246,0.10107419926350433,252.0
1393,Leicester City,Premier League,Conor Coady,DF,31.0,1714.0,1,0,1,0.4,0.4,0.1,9,24,13,71,62,0.015873015873015876,0.007042253521126762,0.02127659574468085,0.1125,0.42105263157894735,0.19696969696969696,0.285140562248996,0.27074235807860264,0.5010236911377596,0.09979712161576643,253.0
1203,Ipswich Town,Premier League,Sammie Szmodics,"FW,MF",28.0,992.0,4,0,4,3.4,3.4,0.2,10,2,6,14,42,0.1349206349206349,0.014084507042253523,0.0851063829787234,0.125,0.03508771929824561,0.09090909090909091,0.05622489959839357,0.18340611353711792,0.2898508335770693,0.09933830132638174,254.0
2360,Southampton,Premier League,Paul Onuachu,FW,30.0,1050.0,4,1,5,3.6,3.6,0.5,2,2,1,16,19,0.14285714285714288,0.035211267605633804,0.10638297872340426,0.025,0.03508771929824561,0.015151515151515152,0.0642570281124498,0.08296943231441048,0.3068148581456566,0.09764001977406438,255.0
1666,Manchester Utd,Premier League,Marcus Rashford,"FW,MF",26.0,978.0,4,1,5,1.7,1.7,2.1,4,0,4,7,24,0.06746031746031746,0.147887323943662,0.10638297872340426,0.05,0.0,0.06060606060606061,0.028112449799196786,0.10480349344978165,0.285756069026031,0.097556059415562,256.0
1418,Leicester City,Premier League,Harry Winks,MF,28.0,1538.0,0,2,2,0.2,0.2,1.2,11,7,9,20,106,0.007936507936507938,0.08450704225352113,0.0425531914893617,0.1375,0.12280701754385964,0.13636363636363635,0.08032128514056225,0.462882096069869,0.44954665106756364,0.0972640334388035,257.0
458,Brentford,Premier League,Mads Roerslev,DF,25.0,1101.0,0,2,2,0.2,0.2,3.0,8,5,4,35,39,0.007936507936507938,0.21126760563380284,0.0425531914893617,0.1,0.08771929824561403,0.06060606060606061,0.14056224899598393,0.1703056768558952,0.3217315004387248,0.09719135106269923,258.0
816,Everton,Premier League,Jake O'Brien,DF,23.0,1571.0,2,0,2,0.8,0.8,0.6,17,4,4,93,52,0.03174603174603175,0.04225352112676056,0.0425531914893617,0.2125,0.07017543859649122,0.06060606060606061,0.37349397590361444,0.22707423580786026,0.4591985960807254,0.09663756739677158,259.0
81,Arsenal,Premier League,Ben White,DF,26.0,1198.0,0,2,2,0.5,0.5,1.4,14,8,16,44,37,0.01984126984126984,0.09859154929577464,0.0425531914893617,0.175,0.14035087719298245,0.24242424242424243,0.17670682730923695,0.1615720524017467,0.35010236911377596,0.09648914753150745,260.0
2493,Tottenham,Premier League,Lucas Bergvall,MF,18.0,1212.0,0,1,1,0.7,0.7,0.6,19,8,24,22,73,0.027777777777777776,0.04225352112676056,0.02127659574468085,0.2375,0.14035087719298245,0.36363636363636365,0.08835341365461848,0.31877729257641924,0.35419713366481426,0.09618011074388153,261.0
1206,Ipswich Town,Premier League,Axel Tuanzebe,DF,26.0,1710.0,0,1,1,0.2,0.2,0.3,19,10,23,56,49,0.007936507936507938,0.02112676056338028,0.02127659574468085,0.2375,0.17543859649122806,0.3484848484848485,0.2248995983935743,0.21397379912663755,0.4998537584088915,0.09586915368782362,262.0
2827,Wolves,Premier League,Santiago Bueno,DF,25.0,1687.0,0,0,0,0.4,0.4,0.0,21,21,15,70,43,0.015873015873015876,0.0,0.0,0.2625,0.3684210526315789,0.22727272727272727,0.28112449799196787,0.18777292576419213,0.49312664521789995,0.09577279720582307,263.0
2777,West Ham,Premier League,Niclas Füllkrug,FW,31.0,790.0,3,2,5,2.2,2.2,1.9,3,0,1,16,18,0.08730158730158731,0.13380281690140844,0.10638297872340426,0.0375,0.0,0.015151515151515152,0.0642570281124498,0.07860262008733625,0.23076923076923078,0.09554165502146535,264.0
2367,Southampton,Premier League,Kamaldeen Sulemana,"FW,MF",22.0,1402.0,1,1,2,1.5,1.5,1.0,17,4,6,9,63,0.05952380952380953,0.07042253521126761,0.0425531914893617,0.2125,0.07017543859649122,0.09090909090909091,0.03614457831325301,0.27510917030567683,0.40976893828604855,0.09518264901779674,265.0
795,Everton,Premier League,Carlos Alcaraz,"FW,MF",21.0,764.0,2,3,5,1.7,1.7,1.6,5,2,5,10,37,0.06746031746031746,0.11267605633802819,0.10638297872340426,0.0625,0.03508771929824561,0.07575757575757576,0.040160642570281124,0.1615720524017467,0.2231646680315882,0.0939620351533536,266.0
436,Brentford,Premier League,Kristoffer Ajer,DF,26.0,1438.0,0,0,0,1.0,1.0,1.2,18,4,12,50,42,0.03968253968253968,0.08450704225352113,0.0,0.225,0.07017543859649122,0.18181818181818182,0.20080321285140562,0.18340611353711792,0.4202983328458614,0.09288123433791903,267.0
2512,Tottenham,Premier League,Richarlison,FW,27.0,504.0,4,1,5,3.7,3.7,0.9,3,1,0,8,11,0.14682539682539683,0.06338028169014084,0.10638297872340426,0.0375,0.017543859649122806,0.0,0.0321285140562249,0.048034934497816595,0.14711904065516232,0.09211658857324441,268.0
110,Aston Villa,Premier League,Pau Torres,DF,27.0,2020.0,0,0,0,0.5,0.5,0.1,15,11,10,75,62,0.01984126984126984,0.007042253521126762,0.0,0.1875,0.19298245614035087,0.15151515151515152,0.30120481927710846,0.27074235807860264,0.5905235448961684,0.0920842481519754,269.0
1187,Ipswich Town,Premier League,Julio Enciso,"MF,FW",20.0,869.0,2,3,5,1.7,1.7,1.4,9,1,1,6,43,0.06746031746031746,0.09859154929577464,0.10638297872340426,0.1125,0.017543859649122806,0.015151515151515152,0.024096385542168676,0.18777292576419213,0.25387540216437554,0.09178000525549974,270.0
85,Aston Villa,Premier League,Leon Bailey,"FW,MF",26.0,1139.0,1,2,3,1.7,1.7,1.5,5,0,3,12,59,0.06746031746031746,0.10563380281690142,0.06382978723404255,0.0625,0.0,0.045454545454545456,0.04819277108433735,0.2576419213973799,0.3328458613629716,0.09146256821324575,271.0
585,Chelsea,Premier League,Tosin Adarabioyo,DF,26.0,1409.0,1,1,2,0.9,0.9,0.2,13,7,11,80,41,0.03571428571428572,0.014084507042253523,0.0425531914893617,0.1625,0.12280701754385964,0.16666666666666666,0.321285140562249,0.17903930131004367,0.4118163205615677,0.09024754775282809,272.0
899,Fulham,Premier League,Ryan Sessegnon,"FW,DF",24.0,580.0,4,2,6,1.6,1.6,1.1,13,1,3,18,30,0.0634920634920635,0.07746478873239437,0.1276595744680851,0.1625,0.017543859649122806,0.045454545454545456,0.07228915662650602,0.13100436681222707,0.16934776250365605,0.08997947624001781,273.0
2364,Southampton,Premier League,Jack Stephens,DF,30.0,1389.0,1,0,1,0.6,0.6,0.2,20,13,13,53,44,0.023809523809523808,0.014084507042253523,0.02127659574468085,0.25,0.22807017543859648,0.19696969696969696,0.21285140562248997,0.19213973799126638,0.4059666569172273,0.08851496134720788,274.0
504,Brighton,Premier League,Brajan Gruda,"MF,FW",20.0,687.0,1,4,5,1.2,1.2,2.1,8,0,2,5,26,0.047619047619047616,0.147887323943662,0.10638297872340426,0.1,0.0,0.030303030303030304,0.020080321285140562,0.11353711790393013,0.20064346300087746,0.08836797144377646,275.0
2519,Tottenham,Premier League,Micky van de Ven,DF,23.0,1015.0,0,2,2,0.6,0.6,1.2,6,8,10,39,63,0.023809523809523808,0.08450704225352113,0.0425531914893617,0.075,0.14035087719298245,0.15151515151515152,0.1566265060240964,0.27510917030567683,0.2965779467680608,0.0873138864817321,276.0
1409,Leicester City,Premier League,Caleb Okoli,DF,23.0,1125.0,1,0,1,0.6,0.6,0.0,14,14,15,79,44,0.023809523809523808,0.0,0.02127659574468085,0.175,0.24561403508771928,0.22727272727272727,0.3172690763052209,0.19213973799126638,0.3287510968119333,0.08570050996523668,277.0
70,Arsenal,Premier League,Ethan Nwaneri,"FW,MF",17.0,895.0,4,2,6,1.2,1.2,1.2,7,2,2,4,34,0.047619047619047616,0.08450704225352113,0.1276595744680851,0.0875,0.03508771929824561,0.030303030303030304,0.01606425702811245,0.14847161572052403,0.26147996490201814,0.08566436699263205,278.0
426,Bournemouth,Premier League,Marcos Senesi,DF,27.0,1106.0,0,0,0,0.8,0.8,0.2,21,7,14,58,71,0.03174603174603175,0.014084507042253523,0.0,0.2625,0.12280701754385964,0.21212121212121213,0.23293172690763053,0.31004366812227074,0.3231939163498099,0.08552058798449938,279.0
1960,Nott'ham Forest,Premier League,Álex Moreno,"DF,MF",31.0,955.0,0,1,1,0.2,0.2,1.3,18,5,15,43,50,0.007936507936507938,0.09154929577464789,0.02127659574468085,0.225,0.08771929824561403,0.22727272727272727,0.17269076305220885,0.2183406113537118,0.2790289558350395,0.0854487484727832,280.0
1617,Manchester City,Premier League,Ederson,GK,30.0,2320.0,0,4,4,0.0,0.0,1.5,0,0,1,11,42,0.0,0.10563380281690142,0.0851063829787234,0.0,0.0,0.015151515151515152,0.04417670682730924,0.18340611353711792,0.6782684995612752,0.08419817891298584,281.0
1524,Liverpool,Premier League,Kostas Tsimikas,DF,28.0,837.0,0,1,1,0.4,0.4,2.1,20,2,11,20,31,0.015873015873015876,0.147887323943662,0.02127659574468085,0.25,0.03508771929824561,0.16666666666666666,0.08032128514056225,0.13537117903930132,0.24451594033343083,0.08419282822348367,282.0
1414,Leicester City,Premier League,Luke Thomas,DF,23.0,1110.0,0,0,0,0.4,0.4,0.5,25,6,21,49,42,0.015873015873015876,0.035211267605633804,0.0,0.3125,0.10526315789473684,0.3181818181818182,0.19678714859437751,0.18340611353711792,0.324363849078678,0.08382926264736795,283.0
2496,Tottenham,Premier League,Ben Davies,DF,31.0,1331.0,0,0,0,0.3,0.3,0.2,11,19,12,81,41,0.011904761904761904,0.014084507042253523,0.0,0.1375,0.3333333333333333,0.18181818181818182,0.3253012048192771,0.17903930131004367,0.38900263234863997,0.08368806266135308,284.0
812,Everton,Premier League,Orel Mangala,MF,26.0,1261.0,1,0,1,1.1,1.1,0.6,8,3,21,24,49,0.043650793650793655,0.04225352112676056,0.02127659574468085,0.1,0.05263157894736842,0.3181818181818182,0.0963855421686747,0.21397379912663755,0.36852880959344836,0.08328633887042375,285.0
62,Arsenal,Premier League,Gabriel Jesus,FW,27.0,608.0,3,0,3,3.0,3.0,0.7,6,1,4,8,28,0.11904761904761905,0.04929577464788732,0.06382978723404255,0.075,0.017543859649122806,0.06060606060606061,0.0321285140562249,0.1222707423580786,0.17753729160573267,0.08259372150443267,286.0
810,Everton,Premier League,Michael Keane,DF,31.0,1049.0,3,0,3,0.6,0.6,0.1,9,10,16,65,26,0.023809523809523808,0.007042253521126762,0.06382978723404255,0.1125,0.17543859649122806,0.24242424242424243,0.26104417670682734,0.11353711790393013,0.3065223749634396,0.08189059071837439,287.0
429,Bournemouth,Premier League,Adam Smith,DF,33.0,1590.0,0,0,0,0.7,0.7,0.4,12,5,15,49,50,0.027777777777777776,0.028169014084507046,0.0,0.15,0.08771929824561403,0.22727272727272727,0.19678714859437751,0.2183406113537118,0.4647557765428488,0.08121091425069871,288.0
2500,Tottenham,Premier League,Archie Gray,"DF,MF",18.0,1751.0,0,0,0,0.0,0.0,0.1,8,11,19,50,69,0.0,0.007042253521126762,0.0,0.1,0.19298245614035087,0.2878787878787879,0.20080321285140562,0.30131004366812225,0.5118455688797894,0.08114945417514816,289.0
2791,West Ham,Premier League,Crysencio Summerville,"FW,MF",22.0,786.0000000000001,1,1,2,1.6,1.6,1.7,7,4,0,7,38,0.0634920634920635,0.11971830985915494,0.0425531914893617,0.0875,0.07017543859649122,0.0,0.028112449799196786,0.16593886462882096,0.22959929804036272,0.08056822187056595,290.0
