,Squad,Comp,Player,Pos,Age,Min_Playing,Gls,Ast,G+A,xG_Expected,npxG_Expected,xAG_Expected,TklW_Tackles,Sh_Blocks,Int,Clr,Recov,xG_Expected_norm,xAG_Expected_norm,G+A_norm,TklW_Tackles_norm,Sh_Blocks_norm,Int_norm,Clr_norm,Recov_norm,Min_Playing_norm,Score,Rank
442,Brentford,Premier League,Mark Flekken,GK,31.0,3275.0,0,2,2,0.0,0.0,0.5,4,0,0,26,39,0.0,0.035211267605633804,0.0425531914893617,0.05,0.0,0.0,0.10441767068273092,0.1703056768558952,0.9575899385785317,0.079668556124857,291.0
1201,Ipswich Town,Premier League,Kalvin Phillips,MF,28.0,1237.0,0,0,0,0.4,0.4,0.2,19,6,19,37,68,0.015873015873015876,0.014084507042253523,0.0,0.2375,0.10526315789473684,0.2878787878787879,0.14859437751004015,0.29694323144104806,0.3615092132202398,0.07946324456759811,292.0
60,Arsenal,Premier League,Riccardo Calafiori,DF,22.0,983.0,2,1,3,0.9,0.9,0.3,19,6,9,25,35,0.03571428571428572,0.02112676056338028,0.06382978723404255,0.2375,0.10526315789473684,0.13636363636363635,0.10040160642570281,0.15283842794759825,0.2872184849371161,0.0786848609522098,293.0
1416,Leicester City,Premier League,Jannik Vestergaard,DF,31.0,1391.0,0,0,0,0.1,0.1,0.1,10,14,16,74,46,0.003968253968253969,0.007042253521126762,0.0,0.125,0.24561403508771928,0.24242424242424243,0.2971887550200803,0.20087336244541484,0.4065516232816613,0.07848152780765745,294.0
601,Chelsea,Premier League,Reece James,"DF,MF",24.0,1063.0,1,1,2,0.4,0.4,0.7,9,6,13,23,66,0.015873015873015876,0.04929577464788732,0.0425531914893617,0.1125,0.10526315789473684,0.19696969696969696,0.09236947791164658,0.28820960698689957,0.3106171395144779,0.07842815195322747,295.0
86,Aston Villa,Premier League,Ross Barkley,MF,30.0,581.0,3,1,4,1.8,1.8,0.6,3,3,10,5,43,0.07142857142857144,0.04225352112676056,0.0851063829787234,0.0375,0.05263157894736842,0.15151515151515152,0.020080321285140562,0.18777292576419213,0.16964024568587308,0.07785756340955452,296.0
511,Brighton,Premier League,Tariq Lamptey,DF,23.0,860.0,2,2,4,0.4,0.4,0.8,11,7,7,23,39,0.015873015873015876,0.05633802816901409,0.0851063829787234,0.1375,0.12280701754385964,0.10606060606060606,0.09236947791164658,0.1703056768558952,0.25124305352442233,0.07706507858627375,297.0
2521,Tottenham,Premier League,Timo Werner,"FW,MF",28.0,516.0,0,3,3,1.0,1.0,2.5,4,1,1,7,18,0.03968253968253968,0.17605633802816903,0.06382978723404255,0.05,0.017543859649122806,0.015151515151515152,0.028112449799196786,0.07860262008733625,0.1506288388417666,0.07688395113365111,298.0
596,Chelsea,Premier League,Wesley Fofana,DF,23.0,1172.0,0,0,0,0.4,0.4,0.4,12,9,14,55,54,0.015873015873015876,0.028169014084507046,0.0,0.15,0.15789473684210525,0.21212121212121213,0.22088353413654618,0.23580786026200873,0.34249780637613336,0.07635596506570645,299.0
445,Brentford,Premier League,Mathias Jensen,MF,28.0,862.0000000000001,0,2,2,0.2,0.2,1.7,10,4,8,13,48,0.007936507936507938,0.11971830985915494,0.0425531914893617,0.125,0.07017543859649122,0.12121212121212122,0.05220883534136546,0.2096069868995633,0.25182801988885645,0.0763368227475756,300.0
1179,Ipswich Town,Premier League,Wes Burns,"FW,DF",29.0,926.0,0,1,1,0.5,0.5,1.6,11,2,10,13,50,0.01984126984126984,0.11267605633802819,0.02127659574468085,0.1375,0.03508771929824561,0.15151515151515152,0.05220883534136546,0.2183406113537118,0.2705469435507458,0.07600287442188378,301.0
1504,Liverpool,Premier League,Conor Bradley,DF,21.0,754.0,0,2,2,0.7,0.7,1.4,10,2,4,31,51,0.027777777777777776,0.09859154929577464,0.0425531914893617,0.125,0.03508771929824561,0.06060606060606061,0.12449799196787148,0.22270742358078602,0.22023983620941795,0.07596923307347968,302.0
2769,West Ham,Premier League,Michail Antonio,FW,34.0,836.0,1,1,2,2.2,2.2,1.6,2,0,0,2,22,0.08730158730158731,0.11267605633802819,0.0425531914893617,0.025,0.0,0.0,0.008032128514056224,0.09606986899563319,0.2442234571512138,0.07590259848899933,303.0
437,Brentford,Premier League,Fabio Carvalho,"FW,MF",21.0,455.0,2,1,3,2.5,2.5,0.7,9,1,3,2,30,0.09920634920634921,0.04929577464788732,0.06382978723404255,0.1125,0.017543859649122806,0.045454545454545456,0.008032128514056224,0.13100436681222707,0.13278736472652822,0.07475313039611473,304.0
2498,Tottenham,Premier League,Radu Drăgușin,DF,22.0,1252.0,0,0,0,0.1,0.1,0.4,6,16,15,49,48,0.003968253968253969,0.028169014084507046,0.0,0.075,0.2807017543859649,0.22727272727272727,0.19678714859437751,0.2096069868995633,0.36589646095349515,0.07458753291268401,305.0
818,Everton,Premier League,Jordan Pickford,GK,30.0,3420.0,0,1,1,0.0,0.0,0.4,0,0,1,30,36,0.0,0.028169014084507046,0.02127659574468085,0.0,0.0,0.015151515151515152,0.12048192771084337,0.1572052401746725,1.0,0.07453105611768913,306.0
589,Chelsea,Premier League,Trevoh Chalobah,DF,25.0,910.0,0,1,1,0.8,0.8,1.2,7,3,10,48,29,0.03174603174603175,0.08450704225352113,0.02127659574468085,0.0875,0.05263157894736842,0.15151515151515152,0.1927710843373494,0.12663755458515283,0.26586721263527346,0.0745266662244647,307.0
2787,West Ham,Premier League,Guido Rodríguez,MF,30.0,1149.0,0,1,1,0.2,0.2,0.2,19,9,13,35,53,0.007936507936507938,0.014084507042253523,0.02127659574468085,0.2375,0.15789473684210525,0.19696969696969696,0.14056224899598393,0.2314410480349345,0.33577069318514186,0.07446009413973238,308.0
2344,Southampton,Premier League,James Bree,DF,26.0,1075.0,0,1,1,0.1,0.1,0.9,14,3,9,29,65,0.003968253968253969,0.06338028169014084,0.02127659574468085,0.175,0.05263157894736842,0.13636363636363635,0.11646586345381527,0.2838427947598253,0.3141269377010822,0.07204339223872691,309.0
887,Fulham,Premier League,Issa Diop,DF,27.0,1339.0,0,0,0,0.5,0.5,0.1,12,7,9,72,45,0.01984126984126984,0.007042253521126762,0.0,0.15,0.12280701754385964,0.13636363636363635,0.2891566265060241,0.1965065502183406,0.39134249780637614,0.07166964807851815,310.0
1663,Manchester Utd,Premier League,Mason Mount,MF,25.0,622.0,1,0,1,3.2,3.2,0.6,5,1,4,4,18,0.126984126984127,0.04225352112676056,0.02127659574468085,0.0625,0.017543859649122806,0.06060606060606061,0.01606425702811245,0.07860262008733625,0.181632056156771,0.07164870414589655,311.0
1208,Ipswich Town,Premier League,Luke Woolfenden,DF,25.0,1187.0,0,0,0,0.0,0.0,0.0,6,14,19,76,38,0.0,0.0,0.0,0.075,0.24561403508771928,0.2878787878787879,0.30522088353413657,0.16593886462882096,0.3468850541093887,0.07132688126194267,312.0
1406,Leicester City,Premier League,Kasey McAteer,FW,22.0,852.0,1,1,2,1.0,1.0,0.7,16,2,5,15,45,0.03968253968253968,0.04929577464788732,0.0425531914893617,0.2,0.03508771929824561,0.07575757575757576,0.060240963855421686,0.1965065502183406,0.24890318806668615,0.0710993549920252,313.0
1620,Manchester City,Premier League,Jack Grealish,"FW,MF",28.0,721.0,1,1,2,1.1,1.1,1.8,5,2,2,6,26,0.043650793650793655,0.1267605633802817,0.0425531914893617,0.0625,0.03508771929824561,0.030303030303030304,0.024096385542168676,0.11353711790393013,0.2105878911962562,0.07076359628134833,314.0
2773,West Ham,Premier League,Vladimír Coufal,DF,31.0,1067.0,0,0,0,0.3,0.3,0.7,15,11,8,39,39,0.011904761904761904,0.04929577464788732,0.0,0.1875,0.19298245614035087,0.12121212121212122,0.1566265060240964,0.1703056768558952,0.311787072243346,0.07045127512479653,315.0
522,Brighton,Premier League,Bart Verbruggen,GK,21.0,3239.9999999999995,0,1,1,0.0,0.0,0.0,0,0,0,29,59,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.11646586345381527,0.2576419213973799,0.9473530272009358,0.07032835975154272,316.0
892,Fulham,Premier League,Bernd Leno,GK,32.0,3420.0,0,1,1,0.0,0.0,0.1,2,0,0,11,50,0.0,0.007042253521126762,0.02127659574468085,0.025,0.0,0.0,0.04417670682730924,0.2183406113537118,1.0,0.07003963576221259,317.0
1669,Manchester Utd,Premier League,Leny Yoro,DF,18.0,1165.0,0,0,0,0.7,0.7,0.1,11,3,18,43,46,0.027777777777777776,0.007042253521126762,0.0,0.1375,0.05263157894736842,0.2727272727272727,0.17269076305220885,0.20087336244541484,0.3404504241006142,0.06858545410120263,318.0
101,Aston Villa,Premier League,Tyrone Mings,DF,31.0,1120.0,0,0,0,0.8,0.8,0.2,6,11,7,61,38,0.03174603174603175,0.014084507042253523,0.0,0.075,0.19298245614035087,0.10606060606060606,0.24497991967871485,0.16593886462882096,0.32728868090084823,0.06795323730272729,319.0
1400,Leicester City,Premier League,Abdul Fatawu Issahaku,FW,20.0,579.0,0,2,2,0.4,0.4,1.6,15,0,4,12,38,0.015873015873015876,0.11267605633802819,0.0425531914893617,0.1875,0.0,0.06060606060606061,0.04819277108433735,0.16593886462882096,0.16905527932143902,0.06737240310941564,320.0
2779,West Ham,Premier League,Danny Ings,"FW,MF",32.0,284.0,1,2,3,2.3,2.3,1.3,2,0,1,4,9,0.09126984126984126,0.09154929577464789,0.06382978723404255,0.025,0.0,0.015151515151515152,0.01606425702811245,0.039301310043668124,0.08277274056741737,0.0673712601222261,321.0
2836,Wolves,Premier League,Rodrigo Gomes,"DF,FW",21.0,809.9999999999999,2,0,2,0.7,0.7,0.9,15,1,7,20,28,0.027777777777777776,0.06338028169014084,0.0425531914893617,0.1875,0.017543859649122806,0.10606060606060606,0.08032128514056225,0.1222707423580786,0.23661889441357117,0.0670357973503309,322.0
99,Aston Villa,Premier League,Emiliano Martínez,GK,31.0,3194.0,0,0,0,0.0,0.0,0.5,3,0,0,17,34,0.0,0.035211267605633804,0.0,0.0375,0.0,0.0,0.06827309236947791,0.14847161572052403,0.9338988008189529,0.06644942896657452,323.0
424,Bournemouth,Premier League,Alex Scott,MF,20.0,755.0,0,0,0,0.7,0.7,0.9,14,4,10,15,52,0.027777777777777776,0.06338028169014084,0.0,0.175,0.07017543859649122,0.15151515151515152,0.060240963855421686,0.22707423580786026,0.22053231939163498,0.0662362951296895,324.0
1963,Nott'ham Forest,Premier League,Matz Sels,GK,32.0,3420.0,0,0,0,0.0,0.0,0.4,1,0,0,26,17,0.0,0.028169014084507046,0.0,0.0125,0.0,0.0,0.10441767068273092,0.07423580786026202,1.0,0.06519147674405106,325.0
523,Brighton,Premier League,Adam Webster,DF,29.0,887.0,0,0,0,0.2,0.2,0.5,6,9,20,41,35,0.007936507936507938,0.035211267605633804,0.0,0.075,0.15789473684210525,0.30303030303030304,0.1646586345381526,0.15283842794759825,0.25914009944428196,0.0650513159922012,326.0
1192,Ipswich Town,Premier League,George Hirst,FW,25.0,661.0,3,1,4,2.1,2.1,0.3,3,1,2,10,12,0.08333333333333334,0.02112676056338028,0.0851063829787234,0.0375,0.017543859649122806,0.030303030303030304,0.040160642570281124,0.05240174672489083,0.19303890026323486,0.06479403768394873,327.0
72,Arsenal,Premier League,David Raya,GK,28.0,3420.0,0,0,0,0.0,0.0,0.0,0,0,2,21,41,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.08433734939759036,0.17903930131004367,1.0,0.06468398405053322,328.0
2509,Tottenham,Premier League,Wilson Odobert,"FW,MF",19.0,850.0,1,0,1,1.6,1.6,1.0,5,0,4,5,34,0.0634920634920635,0.07042253521126761,0.02127659574468085,0.0625,0.0,0.06060606060606061,0.020080321285140562,0.14847161572052403,0.24831822170225212,0.06438625620450761,329.0
1204,Ipswich Town,Premier League,Jack Taylor,MF,26.0,860.0,1,0,1,0.7,0.7,0.5,10,3,9,24,53,0.027777777777777776,0.035211267605633804,0.02127659574468085,0.125,0.05263157894736842,0.13636363636363635,0.0963855421686747,0.2314410480349345,0.25124305352442233,0.06428414895534809,330.0
65,Arsenal,Premier League,Myles Lewis-Skelly,DF,17.0,1369.0,1,0,1,0.2,0.2,0.4,14,1,7,27,53,0.007936507936507938,0.028169014084507046,0.02127659574468085,0.175,0.017543859649122806,0.10606060606060606,0.10843373493975904,0.2314410480349345,0.4001169932728868,0.06419988644465541,331.0
664,Crystal Palace,Premier League,Dean Henderson,GK,27.0,3420.0,0,0,0,0.0,0.0,0.2,1,0,0,22,26,0.0,0.014084507042253523,0.0,0.0125,0.0,0.0,0.08835341365461848,0.11353711790393013,1.0,0.06353642798637814,332.0
594,Chelsea,Premier League,João Félix,"FW,MF",24.0,369.0,1,1,2,2.2,2.2,1.0,3,0,3,2,22,0.08730158730158731,0.07042253521126761,0.0425531914893617,0.0375,0.0,0.045454545454545456,0.008032128514056224,0.09606986899563319,0.10763381105586428,0.06352013923160701,333.0
1508,Liverpool,Premier League,Harvey Elliott,MF,21.0,371.0,1,2,3,1.8,1.8,1.1,3,2,1,3,15,0.07142857142857144,0.07746478873239437,0.06382978723404255,0.0375,0.03508771929824561,0.015151515151515152,0.012048192771084338,0.06550218340611354,0.10821877742029833,0.06336290602422166,334.0
1177,Ipswich Town,Premier League,Nathan Broadhead,"MF,FW",26.0,702.0,2,0,2,1.7,1.7,0.7,4,1,4,5,32,0.06746031746031746,0.04929577464788732,0.0425531914893617,0.05,0.017543859649122806,0.06060606060606061,0.020080321285140562,0.13973799126637554,0.2050307107341328,0.06325783564258666,335.0
1628,Manchester City,Premier League,James Mcatee,"MF,FW",21.0,349.0,3,0,3,2.8,2.8,0.5,2,0,2,1,8,0.1111111111111111,0.035211267605633804,0.06382978723404255,0.025,0.0,0.030303030303030304,0.004016064257028112,0.034934497816593885,0.10178414741152383,0.0629434312906774,336.0
1181,Ipswich Town,Premier League,Conor Chaplin,"MF,FW",27.0,857.0,1,1,2,1.5,1.5,0.7,5,1,4,3,27,0.05952380952380953,0.04929577464788732,0.0425531914893617,0.0625,0.017543859649122806,0.06060606060606061,0.012048192771084338,0.11790393013100436,0.2503656039777713,0.06227531844134483,337.0
64,Arsenal,Premier League,Jakub Kiwior,DF,24.0,1122.0,1,0,1,0.2,0.2,0.3,8,8,6,58,31,0.007936507936507938,0.02112676056338028,0.02127659574468085,0.1,0.14035087719298245,0.09090909090909091,0.23293172690763053,0.13537117903930132,0.32787364726528223,0.062233449708278994,338.0
2774,West Ham,Premier League,Aaron Cresswell,DF,34.0,824.0000000000001,0,0,0,0.2,0.2,1.3,7,4,8,37,36,0.007936507936507938,0.09154929577464789,0.0,0.0875,0.07017543859649122,0.12121212121212122,0.14859437751004015,0.1572052401746725,0.24071365896460956,0.0619608533587787,339.0
1396,Leicester City,Premier League,Bobby De Cordova-Reid,FW,31.0,744.0,1,2,3,0.8,0.8,1.2,4,1,0,10,29,0.03174603174603175,0.08450704225352113,0.06382978723404255,0.05,0.017543859649122806,0.0,0.040160642570281124,0.12663755458515283,0.21731500438724774,0.06177402848091249,340.0
1202,Ipswich Town,Premier League,Jaden Philogene Bidace,"FW,DF",22.0,474.0,2,0,2,2.0,2.0,0.2,7,1,10,9,23,0.07936507936507936,0.014084507042253523,0.0425531914893617,0.0875,0.017543859649122806,0.15151515151515152,0.03614457831325301,0.10043668122270742,0.13834454518865166,0.061711304310291176,341.0
884,Fulham,Premier League,Tom Cairney,MF,33.0,628.0,2,0,2,0.8,0.8,1.1,5,1,4,3,52,0.03174603174603175,0.07746478873239437,0.0425531914893617,0.0625,0.017543859649122806,0.06060606060606061,0.012048192771084338,0.22707423580786026,0.18338695525007312,0.0616853707723708,342.0
603,Chelsea,Premier League,Roméo Lavia,MF,20.0,797.0,0,1,1,0.3,0.3,0.7,13,0,16,10,40,0.011904761904761904,0.04929577464788732,0.02127659574468085,0.1625,0.0,0.24242424242424243,0.040160642570281124,0.17467248908296942,0.23281661304474993,0.06031460200605435,343.0
433,Bournemouth,Premier League,Enes Ünal,"FW,MF",27.0,345.0,2,1,3,2.7,2.7,0.4,0,0,0,6,16,0.10714285714285715,0.028169014084507046,0.06382978723404255,0.0,0.0,0.0,0.024096385542168676,0.06986899563318777,0.10061421468265574,0.060271597199467675,344.0
1959,Nott'ham Forest,Premier League,Morato,DF,23.0,907.0,0,0,0,0.2,0.2,0.0,14,5,10,78,36,0.007936507936507938,0.0,0.0,0.175,0.08771929824561403,0.15151515151515152,0.3132530120481928,0.1572052401746725,0.2649897630886224,0.05986507563456504,345.0
610,Chelsea,Premier League,Robert Sánchez,GK,26.0,2880.0,0,0,0,0.0,0.0,0.1,0,0,2,24,43,0.0,0.007042253521126762,0.0,0.0,0.0,0.030303030303030304,0.0963855421686747,0.18777292576419213,0.8420590816028078,0.0592344796961606,346.0
2495,Tottenham,Premier League,Kevin Danso,DF,25.0,842.0,0,0,0,0.4,0.4,0.1,5,14,6,71,27,0.015873015873015876,0.007042253521126762,0.0,0.0625,0.24561403508771928,0.09090909090909091,0.285140562248996,0.11790393013100436,0.24597835624451594,0.05857265419719644,347.0
1665,Manchester Utd,Premier League,André Onana,GK,28.0,3060.0,0,0,0,0.0,0.0,0.2,2,0,0,11,34,0.0,0.014084507042253523,0.0,0.025,0.0,0.0,0.04417670682730924,0.14847161572052403,0.8947060544018719,0.05843462025593597,348.0
1503,Liverpool,Premier League,Alisson,GK,31.0,2508.0,0,0,0,0.0,0.0,0.6,0,0,0,13,47,0.0,0.04225352112676056,0.0,0.0,0.0,0.0,0.05220883534136546,0.2052401746724891,0.7332553378180755,0.05798592161694861,349.0
1647,Manchester Utd,Premier League,Patrick Dorgu,DF,19.0,842.0,0,0,0,0.4,0.4,0.7,24,0,4,23,37,0.015873015873015876,0.04929577464788732,0.0,0.3,0.0,0.06060606060606061,0.09236947791164658,0.1615720524017467,0.24597835624451594,0.05764735704968072,350.0
410,Bournemouth,Premier League,Kepa Arrizabalaga,GK,29.0,2790.0,0,0,0,0.1,0.1,0.0,0,0,0,15,56,0.003968253968253969,0.0,0.0,0.0,0.0,0.0,0.060240963855421686,0.2445414847161572,0.8157355952032758,0.057216378379218925,351.0
895,Fulham,Premier League,Reiss Nelson,FW,24.0,487.0,1,1,2,1.1,1.1,1.0,6,0,5,2,29,0.043650793650793655,0.07042253521126761,0.0425531914893617,0.075,0.0,0.07575757575757576,0.008032128514056224,0.12663755458515283,0.14214682655747293,0.05706908770607685,352.0
2830,Wolves,Premier League,Craig Dawson,DF,34.0,971.0,0,0,0,0.5,0.5,0.0,3,11,9,52,35,0.01984126984126984,0.0,0.0,0.0375,0.19298245614035087,0.13636363636363635,0.20883534136546184,0.15283842794759825,0.28370868675051186,0.05656380838075891,353.0
809,Everton,Premier League,Tim Iroegbunam,MF,21.0,574.0,0,1,1,0.2,0.2,0.2,14,4,16,12,51,0.007936507936507938,0.014084507042253523,0.02127659574468085,0.175,0.07017543859649122,0.24242424242424243,0.04819277108433735,0.22270742358078602,0.1675928634103539,0.05575780989314981,354.0
503,Brighton,Premier League,Diego Gómez,MF,21.0,516.0,1,0,1,0.9,0.9,0.7,13,0,8,10,32,0.03571428571428572,0.04929577464788732,0.02127659574468085,0.1625,0.0,0.12121212121212122,0.040160642570281124,0.13973799126637554,0.1506288388417666,0.055540739487326574,355.0
1411,Leicester City,Premier League,Oliver Skipp,MF,23.0,1129.0,0,0,0,0.4,0.4,0.3,4,7,11,11,46,0.015873015873015876,0.02112676056338028,0.0,0.05,0.12280701754385964,0.16666666666666666,0.04417670682730924,0.20087336244541484,0.3299210295408014,0.05470949602578341,356.0
447,Brentford,Premier League,Michael Kayode,DF,20.0,528.0,0,1,1,0.2,0.2,1.2,11,0,7,19,34,0.007936507936507938,0.08450704225352113,0.02127659574468085,0.1375,0.0,0.10606060606060606,0.07630522088353414,0.14847161572052403,0.15413863702837086,0.054661483965244534,357.0
2849,Wolves,Premier League,José Sá,GK,31.0,2609.0,0,0,0,0.0,0.0,0.2,2,0,0,15,37,0.0,0.014084507042253523,0.0,0.025,0.0,0.0,0.060240963855421686,0.1615720524017467,0.7627961392219947,0.05329735918240887,358.0
428,Bournemouth,Premier League,Luis Sinisterra,"FW,MF",25.0,236.0,1,1,2,1.2,1.2,1.4,2,0,1,8,17,0.047619047619047616,0.09859154929577464,0.0425531914893617,0.025,0.0,0.015151515151515152,0.0321285140562249,0.07423580786026202,0.06873354782100029,0.05327713168719167,359.0
1632,Manchester City,Premier League,Nico O’Reilly,DF,19.0,528.0,2,0,2,1.3,1.3,0.4,4,1,4,12,31,0.05158730158730159,0.028169014084507046,0.0425531914893617,0.05,0.017543859649122806,0.06060606060606061,0.04819277108433735,0.13537117903930132,0.15413863702837086,0.05291325696132387,360.0
508,Brighton,Premier League,Igor,DF,26.0,961.0,0,0,0,0.0,0.0,0.2,5,14,4,39,42,0.0,0.014084507042253523,0.0,0.0625,0.24561403508771928,0.06060606060606061,0.1566265060240964,0.18340611353711792,0.2807838549283416,0.05229372991761749,361.0
98,Aston Villa,Premier League,Donyell Malen,FW,25.0,305.0,3,0,3,2.2,2.2,0.2,4,0,0,1,9,0.08730158730158731,0.014084507042253523,0.06382978723404255,0.05,0.0,0.0,0.004016064257028112,0.039301310043668124,0.08891488739397485,0.05088494813046896,362.0
657,Crystal Palace,Premier League,Justin Devenny,MF,20.0,507.00000000000006,1,1,2,0.8,0.8,0.6,12,1,0,11,27,0.03174603174603175,0.04225352112676056,0.0425531914893617,0.15,0.017543859649122806,0.0,0.04417670682730924,0.11790393013100436,0.1479964902018134,0.05036620138749647,363.0
1907,Newcastle Utd,Premier League,Sean Longstaff,MF,26.0,798.0,0,0,0,0.6,0.6,0.2,16,5,7,8,31,0.023809523809523808,0.014084507042253523,0.0,0.2,0.08771929824561403,0.10606060606060606,0.0321285140562249,0.13537117903930132,0.23310909622696696,0.049679193232743515,364.0
1911,Newcastle Utd,Premier League,Nick Pope,GK,32.0,2520.0,0,0,0,0.0,0.0,0.0,0,0,1,32,24,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.1285140562248996,0.10480349344978165,0.7367651360046797,0.04926171004154381,365.0
2833,Wolves,Premier League,Tommy Doyle,MF,22.0,488.00000000000006,0,1,1,0.6,0.6,0.5,6,5,5,11,43,0.023809523809523808,0.035211267605633804,0.02127659574468085,0.075,0.08771929824561403,0.07575757575757576,0.04417670682730924,0.18777292576419213,0.14243930973969,0.04908372062963914,366.0
2363,Southampton,Premier League,William Smallbone,MF,24.0,690.0,1,0,1,0.6,0.6,0.7,13,0,2,14,23,0.023809523809523808,0.04929577464788732,0.02127659574468085,0.1625,0.0,0.030303030303030304,0.05622489959839357,0.10043668122270742,0.20152091254752852,0.04880660740495377,367.0
2361,Southampton,Premier League,Aaron Ramsdale,GK,26.0,2700.0,0,0,0,0.0,0.0,0.0,0,0,2,10,23,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.040160642570281124,0.10043668122270742,0.7894121088037438,0.04801562314498813,368.0
1962,Nott'ham Forest,Premier League,Ibrahim Sangaré,MF,26.0,590.0,0,1,1,0.0,0.0,0.4,14,4,6,13,42,0.0,0.028169014084507046,0.02127659574468085,0.175,0.07017543859649122,0.09090909090909091,0.05220883534136546,0.18340611353711792,0.17227259432582626,0.04708772560133217,369.0
76,Arsenal,Premier League,Raheem Sterling,"FW,MF",29.0,499.0,0,2,2,1.4,1.4,0.5,4,0,1,4,16,0.05555555555555555,0.035211267605633804,0.0425531914893617,0.05,0.0,0.015151515151515152,0.01606425702811245,0.06986899563318777,0.14565662474407723,0.0470566281135104,370.0
89,Aston Villa,Premier League,Diego Carlos,DF,31.0,830.0,0,0,0,0.6,0.6,0.0,3,7,5,36,36,0.023809523809523808,0.0,0.0,0.0375,0.12280701754385964,0.07575757575757576,0.14457831325301204,0.1572052401746725,0.24246855805791168,0.046158692382208724,371.0
1395,Leicester City,Premier League,Patson Daka,"FW,MF",25.0,736.0,1,0,1,1.3,1.3,0.1,10,1,1,12,18,0.05158730158730159,0.007042253521126762,0.02127659574468085,0.125,0.017543859649122806,0.015151515151515152,0.04819277108433735,0.07860262008733625,0.21497513892951156,0.04611325557444315,372.0
1639,Manchester City,Premier League,Kyle Walker,DF,34.0,970.0,0,0,0,0.1,0.1,0.4,10,4,3,13,46,0.003968253968253969,0.028169014084507046,0.0,0.125,0.07017543859649122,0.045454545454545456,0.05220883534136546,0.20087336244541484,0.28341620356829483,0.04568069827768319,373.0
1951,Nott'ham Forest,Premier League,Taiwo Awoniyi,FW,26.0,416.0,1,0,1,2.1,2.1,0.1,3,0,0,7,18,0.08333333333333334,0.007042253521126762,0.02127659574468085,0.0375,0.0,0.0,0.028112449799196786,0.07860262008733625,0.12138052062006435,0.04394354937849139,374.0
2770,West Ham,Premier League,Alphonse Areola,GK,31.0,2260.0,0,0,0,0.0,0.0,0.0,2,0,0,15,29,0.0,0.0,0.0,0.025,0.0,0.0,0.060240963855421686,0.12663755458515283,0.6607195086282539,0.04362990135344143,375.0
1619,Manchester City,Premier League,Nicolás González,MF,22.0,760.0,1,0,1,0.5,0.5,0.1,6,0,8,21,31,0.01984126984126984,0.007042253521126762,0.02127659574468085,0.075,0.0,0.12121212121212122,0.08433734939759036,0.13537117903930132,0.2219947353027201,0.043511920053129136,376.0
2520,Tottenham,Premier League,Guglielmo Vicario,GK,27.0,2160.0,0,0,0,0.0,0.0,0.0,0,0,1,14,32,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.05622489959839357,0.13973799126637554,0.6314711904065516,0.0421292798211418,377.0
2788,West Ham,Premier League,Oliver Scarles,"DF,FW",18.0,665.0,0,0,0,0.1,0.1,0.1,11,2,11,26,34,0.003968253968253969,0.007042253521126762,0.0,0.1375,0.03508771929824561,0.16666666666666666,0.10441767068273092,0.14847161572052403,0.19420883299210295,0.04191655216271506,378.0
1402,Leicester City,Premier League,Mads Hermansen,GK,24.0,2385.0,0,0,0,0.0,0.0,0.0,1,0,0,13,17,0.0,0.0,0.0,0.0125,0.0,0.0,0.05220883534136546,0.07423580786026202,0.6972799064053817,0.04181122748035047,379.0
2356,Southampton,Premier League,Adam Lallana,MF,36.0,361.0,0,2,2,0.2,0.2,0.9,5,1,5,5,19,0.007936507936507938,0.06338028169014084,0.0425531914893617,0.0625,0.017543859649122806,0.07575757575757576,0.020080321285140562,0.08296943231441048,0.1052939455981281,0.04177490374707178,380.0
2839,Wolves,Premier League,Hwang Hee-chan,"MF,FW",28.0,661.0,2,0,2,0.8,0.8,0.1,4,0,2,11,28,0.03174603174603175,0.007042253521126762,0.0425531914893617,0.05,0.0,0.030303030303030304,0.04417670682730924,0.1222707423580786,0.19303890026323486,0.041432367513489866,381.0
77,Arsenal,Premier League,Kieran Tierney,"DF,FW",27.0,259.0,1,0,1,0.4,0.4,1.4,5,0,3,9,6,0.015873015873015876,0.09859154929577464,0.02127659574468085,0.0625,0.0,0.045454545454545456,0.03614457831325301,0.026200873362445413,0.07546066101199181,0.041023566677107645,382.0
1511,Liverpool,Premier League,Joe Gomez,DF,27.0,519.0,0,0,0,0.3,0.3,0.1,10,6,7,20,34,0.011904761904761904,0.007042253521126762,0.0,0.125,0.10526315789473684,0.10606060606060606,0.08032128514056225,0.14847161572052403,0.15150628838841768,0.04081102693589627,383.0
2845,Wolves,Premier League,Yerson Mosquera,DF,23.0,441.0,0,0,0,0.3,0.3,0.1,7,10,10,14,24,0.011904761904761904,0.007042253521126762,0.0,0.0875,0.17543859649122806,0.15151515151515152,0.05622489959839357,0.10480349344978165,0.12869260017548992,0.04018861633715616,384.0
